company,data,updated_at
smeg,"{""ICPIndustry"": ""Home Appliances"", ""ICPEmployeesRange"": ""100-500"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""BSH Hausger\u00e4te GmbH"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/smeg"", ""ICPMarketingSignal"": ""Brand recognition in premium kitchen appliances"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""smeg"", ""email"": """"}",2026-05-11T13:48:09.980337
kpmg,"{""ICPIndustry"": ""Consulting"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""10B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""KPMG International Cooperative"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/kpmg/"", ""ICPMarketingSignal"": ""Global presence, professional services"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""kpmg"", ""email"": """"}",2026-05-11T13:48:11.927180
signutra inc. usa,"{""ICPIndustry"": ""Biotechnology"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Series B"", ""ICPFUndingAmount"": ""15M"", ""ICPParentCompany"": ""Signutra Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/signutra-inc-usa"", ""ICPMarketingSignal"": ""Biotech industry conference"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""signutra inc. usa"", ""email"": """"}",2026-05-11T13:48:13.655798
gajah tunggal,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""1000-5000"", ""ICPRevenueUSD"": ""150M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Gajah Tunggal Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/gajah-tunggal"", ""ICPMarketingSignal"": ""Brand recognition in Southeast Asia"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""gajah tunggal"", ""email"": """"}",2026-05-11T13:48:15.819889
nomad credit,"{""ICPIndustry"": ""FinTech"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Series A"", ""ICPFUndingAmount"": ""5M"", ""ICPParentCompany"": ""Nomad Credit Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/nomad-credit/"", ""ICPMarketingSignal"": ""Online lending platform"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""nomad credit"", ""email"": """"}",2026-05-11T13:48:19.198606
toto india industries pvt. ltd.,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Toto India Industries Pvt. Ltd."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/toto-india-industries-pvt-ltd"", ""ICPMarketingSignal"": ""Industry trade shows and manufacturing sector presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""toto india industries pvt. ltd."", ""email"": """"}",2026-05-11T13:48:22.167620
iss data pte ltd,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""ISS Data Pte Ltd"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/iss-data-pte-ltd"", ""ICPMarketingSignal"": ""Tech Conference Speaker"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""iss data pte ltd"", ""email"": """"}",2026-05-11T13:48:24.011133
assurance developers,"{""ICPIndustry"": ""Software / SaaS"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": "" assurance developers"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/assurance-developers"", ""ICPMarketingSignal"": ""Tech startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""assurance developers"", ""email"": """"}",2026-05-11T13:48:25.830457
ethereum foundation,"{""ICPIndustry"": ""FinTech"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Growth"", ""ICPFUndingAmount"": ""20M"", ""ICPParentCompany"": ""Ethereum Foundation"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/ethereum-foundation"", ""ICPMarketingSignal"": ""Active Developer Community"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""ethereum foundation"", ""email"": """"}",2026-05-11T13:48:28.104432
flexiloans,"{""ICPIndustry"": ""FinTech"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Seed"", ""ICPFUndingAmount"": ""3M"", ""ICPParentCompany"": ""Flexiloans Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/flexiloans"", ""ICPMarketingSignal"": ""Online loan platform"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""flexiloans"", ""email"": """"}",2026-05-11T13:48:30.360327
confidential (hk e-commerce),"{""ICPIndustry"": ""E-commerce"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Confidential"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/confidential-hk-e-commerce"", ""ICPMarketingSignal"": ""Online retail platform"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""confidential (hk e-commerce)"", ""email"": """"}",2026-05-11T13:48:52.479135
jazella,"{""ICPIndustry"": ""Fashion & Apparel"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Independent"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/jazella"", ""ICPMarketingSignal"": ""Brand presence on social media"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""jazella"", ""email"": """"}",2026-05-11T13:48:54.321326
loma media,"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Loma Media"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/loma-media"", ""ICPMarketingSignal"": ""Active social media presence"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""loma media"", ""email"": """"}",2026-05-11T13:48:56.475175
yoywow,"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Yoywow Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/yoywow"", ""ICPMarketingSignal"": ""Active social media presence"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""yoywow"", ""email"": """"}",2026-05-11T13:48:58.359587
asian paint ltd (white teak) as senior business,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""2.5B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Asian Paints Limited"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/asian-paints-limited"", ""ICPMarketingSignal"": ""Brand recognition in Asia"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""asian paint ltd (white teak) as senior business"", ""email"": """"}",2026-05-11T13:49:00.466929
sany heavy industry pvt ltd,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""1000-5000"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Sany Heavy Industry Pvt Ltd"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/sany-heavy-industry-pvt-ltd"", ""ICPMarketingSignal"": ""Heavy machinery manufacturing"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""sany heavy industry pvt ltd"", ""email"": """"}",2026-05-11T13:49:02.284353
district 8,"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""District 8"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/district-8"", ""ICPMarketingSignal"": ""Active social media presence"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""district 8"", ""email"": """"}",2026-05-11T13:49:04.215281
knowlathon,"{""ICPIndustry"": ""Education Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Knolathon Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/knolathon"", ""ICPMarketingSignal"": ""Educational platform partnership"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""knowlathon"", ""email"": """"}",2026-05-11T13:49:06.037229
onestep icorp services limited,"{""ICPIndustry"": ""Consulting"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""onestep icorp services limited"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/onestep-icorp-services-limited"", ""ICPMarketingSignal"": ""Active consulting firm"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""onestep icorp services limited"", ""email"": """"}",2026-05-11T13:49:08.043347
bri,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/bri"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""bri"", ""email"": """"}",2026-05-11T13:49:09.886277
erspo,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""ERSPO Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/erspo"", ""ICPMarketingSignal"": ""Industry trade shows"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""erspo"", ""email"": """"}",2026-05-11T13:49:11.936510
new horizon,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/new-horizon"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""new horizon"", ""email"": """"}",2026-05-11T13:49:13.983738
l'officiel malaysia sdn bhd (regional office),"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""L'Officiel Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/l-officiel-malaysia"", ""ICPMarketingSignal"": ""Regional Office"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""l'officiel malaysia sdn bhd (regional office)"", ""email"": """"}",2026-05-11T13:49:16.131402
dtc group,"{""ICPIndustry"": ""Marketing"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""DTC Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/dtc-group"", ""ICPMarketingSignal"": ""Active digital marketing campaigns"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""dtc group"", ""email"": """"}",2026-05-11T13:49:18.284814
vahini polytech industries pvt ltd,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""100-500"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Vahini Polytech Industries Pvt Ltd"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/vahini-polytech-industries-pvt-ltd"", ""ICPMarketingSignal"": ""Industry trade shows and manufacturing sector presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""vahini polytech industries pvt ltd"", ""email"": """"}",2026-05-11T13:49:20.433736
kimirica lifestyle private limited,"{""ICPIndustry"": ""Consumer Goods"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Kimirica Lifestyle Private Limited"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/kimirica-lifestyle-private-limited"", ""ICPMarketingSignal"": ""Brand presence in beauty and skincare"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""kimirica lifestyle private limited"", ""email"": """"}",2026-05-11T13:49:22.380071
kakao corporation,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10,001-50,000"", ""ICPRevenueUSD"": ""1.5B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Kakao Corporation"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/kakaocorp"", ""ICPMarketingSignal"": ""Active user base growth"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""kakao corporation"", ""email"": """"}",2026-05-11T13:49:24.842146
wemastertrade labs,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""wemastertrade labs"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/wemastertrade-labs"", ""ICPMarketingSignal"": ""Tech startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""wemastertrade labs"", ""email"": """"}",2026-05-11T13:49:26.893504
hilton cairns,"{""ICPIndustry"": ""Hospitality"", ""ICPEmployeesRange"": ""1,000-5,000"", ""ICPRevenueUSD"": ""500M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Hilton Worldwide"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/hilton-cairns"", ""ICPMarketingSignal"": ""Hotel booking platform"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""hilton cairns"", ""email"": """"}",2026-05-11T13:49:29.038133
dana indonesia,"{""ICPIndustry"": ""Financial Services"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Dana Indonesia"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/dana-indonesia"", ""ICPMarketingSignal"": ""Online banking platform"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""dana indonesia"", ""email"": """"}",2026-05-11T13:49:31.800700
e.l.f. beauty,"{""ICPIndustry"": ""Consumer Goods"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""e.l.f. beauty"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/e-l-f-beauty"", ""ICPMarketingSignal"": ""Beauty product launches, social media campaigns"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""e.l.f. beauty"", ""email"": """"}",2026-05-11T13:49:54.648332
thriveco,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Series B"", ""ICPFUndingAmount"": ""15M"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/thriveco"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""thriveco"", ""email"": """"}",2026-05-11T13:49:57.251095
lumino,"{""ICPIndustry"": ""Lighting"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Lumino Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/lumino"", ""ICPMarketingSignal"": ""Lighting innovation"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""lumino"", ""email"": """"}",2026-05-11T13:49:59.145582
mova globes,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/mova-globes"", ""ICPMarketingSignal"": ""Product launch event"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""mova globes"", ""email"": """"}",2026-05-11T13:50:01.292524
sony global solutions,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""5B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Sony Corporation"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/sony-global-solutions"", ""ICPMarketingSignal"": ""Global enterprise solutions"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""sony global solutions"", ""email"": """"}",2026-05-11T13:50:03.752557
maitri diamonds,"{""ICPIndustry"": ""Jewelry"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Independent"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/maitridiamonds"", ""ICPMarketingSignal"": ""Online jewelry store"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""maitri diamonds"", ""email"": """"}",2026-05-11T13:50:05.832594
h.a.h. entertainment pte ltd,"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""H.A.H. Entertainment Pte Ltd"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/h-a-h-entertainment-pte-ltd"", ""ICPMarketingSignal"": ""Media production and entertainment services"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""h.a.h. entertainment pte ltd"", ""email"": """"}",2026-05-11T13:50:07.849254
united can,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""United Technologies Corporation"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/united-can"", ""ICPMarketingSignal"": ""Tech startup with recent product launch"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""united can"", ""email"": """"}",2026-05-11T13:50:10.092763
trundl,"{""ICPIndustry"": ""Information Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Independent"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/trundl"", ""ICPMarketingSignal"": ""Tech conference speaker"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""trundl"", ""email"": """"}",2026-05-11T13:50:13.991181
trident group,"{""ICPIndustry"": ""Consulting"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/trident-group"", ""ICPMarketingSignal"": ""Active client base in financial services"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""trident group"", ""email"": """"}",2026-05-11T13:50:16.243852
blackrock,"{""ICPIndustry"": ""Financial Services"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""16B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""BlackRock, Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/blackrock/"", ""ICPMarketingSignal"": ""Global asset management presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""blackrock"", ""email"": """"}",2026-05-11T13:50:18.338251
invecto technologies pvt ltd,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Invecto Technologies Pvt Ltd"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/invecto-technologies-pvt-ltd"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""invecto technologies pvt ltd"", ""email"": """"}",2026-05-11T13:50:20.437342
fumakilla nomos,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Fumakilla Ltd."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/fumakilla"", ""ICPMarketingSignal"": ""Trade show presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""fumakilla nomos"", ""email"": """"}",2026-05-11T13:50:22.387033
onda mega integra,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Onda Mega Integrations Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/onda-mega-integra"", ""ICPMarketingSignal"": ""Tech Conference Speaker"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""onda mega integra"", ""email"": """"}",2026-05-11T13:50:24.434877
wink hotels,"{""ICPIndustry"": ""Hospitality"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Wink Hotels"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/wink-hotels"", ""ICPMarketingSignal"": ""Online booking platform"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""wink hotels"", ""email"": """"}",2026-05-11T13:50:26.381685
hk vitals,"{""ICPIndustry"": ""HealthTech"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""HK Vitals"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/hk-vitals"", ""ICPMarketingSignal"": ""HealthTech conference presence"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""hk vitals"", ""email"": """"}",2026-05-11T13:50:28.430800
